date,phillips_66,bp_plc,valero_energy_corporation,chevron_corporation,occidental_petroleum_corporation,marathon_oil_corporation,pioneer_natural_resources_company,conocophillips,exxon_mobil_corporation,marathon_petroleum_corporation,dow_jones_transportation_average,dow_jones_composite_average,s&p_500,dow_jones_industrial_average,dow_jones_utility_average,workplaces,retail_and_recreation,grocery_and_pharmacy,residential,transit_stations,parks,int_news_sentiment,na_news_sentiment
2020-10-28,44.22,14.9,36.19,66.88,8.88,3.85,80.33,28.79,31.57,27.5,10945.62,8976.63,3271.03,26519.95,865.33,-20.740447007930783,-9.011764705882351,-2.5941734417344176,6.9446902654867255,-13.521613832853026,10.44104134762634,0.1,0.0
2020-10-29,45.98,15.26,37.53,68.8,9.13,3.99,81.42,29.16,32.97,28.83,11183.52,9058.22,3310.11,26659.11,867.65,-21.725405405405407,-8.866465256797584,-3.0371621621621623,7.052367688022285,-13.050912584053796,2.7898658718330847,0.0,0.0
2020-10-30,46.66,15.48,38.61,69.5,9.13,3.96,79.56,28.62,32.62,29.5,11106.19,8994.36,3269.96,26501.6,857.77,-20.33149577361264,-6.3657407407407405,-0.0940337224383917,5.7302325581395355,-11.310810810810812,14.520114942528734,0.0,0.0
2020-11-02,47.96,16.1,39.9,72.15,9.65,4.15,82.8,30.23,33.99,31.3,11216.42,9132.36,3310.24,26925.05,876.56,-19.88953488372093,-9.312933753943216,-3.003405994550409,6.343468468468468,-14.757665677546985,5.822458270106223,0.0,0.0
2020-11-03,47.52,16.18,39.48,71.74,9.69,4.14,82.2,29.31,33.41,31.91,11559.96,9336.27,3369.02,27480.03,889.78,-22.89185291997116,-0.17803030303030304,4.031778228532793,6.152551878855862,-13.728164867517176,28.87479406919275,0.0,0.0
2020-11-04,47.92,16.13,38.97,71.77,9.81,4.27,83.5,30.38,33.23,31.7,11391.91,9352.63,3443.44,27847.66,877.69,-20.2858687815429,-10.443478260869565,-4.435286103542233,7.011098779134295,-14.84073359073359,19.276131045241808,-0.37,-0.1
2020-11-05,48.19,15.83,39.53,72.14,10.47,4.29,79.58,30.12,33.17,31.83,11669.58,9530.97,3510.45,28390.18,885.44,-20.011564871702205,-9.862627474505098,-2.690427698574338,6.703168426903836,-14.161413562559694,20.675507020280808,0.0,0.0
2020-11-06,46.68,15.64,38.17,71.15,10.01,4.13,77.34,29.19,32.78,31.58,11614.65,9500.04,3509.44,28323.4,881.76,-19.768779772810554,-10.783098591549296,-5.9030186255619785,6.990846681922196,-14.13632030505243,24.059941520467838,0.0,0.0
2020-11-09,57.03,18.08,50.08,79.4,12.23,5.09,88.37,33.38,36.93,36.47,11900.46,9753.13,3550.5,29157.97,898.85,-20.25901639344262,-10.917877447883763,-4.286005434782608,7.011811023622048,-16.17106549364614,12.574923547400612,-0.22,-0.15
2020-11-10,58.14,19.1,49.96,83.07,12.38,5.07,91.75,35.53,36.86,37.64,12096.55,9875.34,3545.53,29420.92,916.18,-21.49892008639309,-10.231677018633539,-2.7270861833105333,7.445125348189415,-15.75638506876228,10.141524105754275,0.1,-0.58
2020-11-11,58.98,18.88,49.79,82.46,11.9,5.07,90.64,35.28,36.48,37.19,12006.71,9853.43,3572.66,29397.63,917.19,-29.07530335474661,-8.634990560100693,-3.7487989018531223,9.644134078212293,-16.827751196172247,0.37858220211161386,0.1,0.0
2020-11-12,54.85,18.28,47.28,80.67,11.31,4.82,86.27,34.01,35.23,34.7,11838.75,9730.23,3537.01,29080.17,902.1,-21.990990990990987,-13.029744199881025,-4.410533423362593,8.352842809364548,-16.466985645933015,-4.224669603524228,0.0,0.0
2020-11-13,58.76,18.8,50.92,83.03,11.8,5.06,90.67,35.36,36.08,37.56,12085.32,9875.68,3585.15,29479.81,910.91,-20.99010989010989,-12.881696428571427,-4.713472485768501,8.23407917383821,-16.337748344370862,0.15491009681881052,0.0,0.0
2020-11-16,62.62,19.76,55.67,88.96,12.7,5.48,94.71,38.08,38.16,40.73,12394.02,10044.34,3626.91,29950.44,917.38,-21.029774872912128,-12.410658307210033,-4.046195652173913,7.349689791314157,-16.651750972762645,-1.0555555555555556,0.0,0.0
2020-11-17,64.34,20.05,54.15,87.04,12.99,5.5,95.91,38.85,38.67,40.61,12434.97,9989.4,3609.53,29783.35,899.01,-22.230437903804734,-12.60818350898946,-2.7396329027872195,8.069754464285714,-16.96673189823875,-1.7625570776255708,0.0,0.0
2020-11-18,60.75,19.56,51.25,84.28,12.87,5.49,94.61,39.18,37.21,38.54,12348.31,9873.75,3567.79,29438.42,881.37,-22.379359942466742,-11.876856435643564,-1.9609321453050037,8.090909090909092,-15.909796314258006,-2.578635014836795,-0.43,-0.2
2020-11-19,61.45,19.53,51.21,85.73,13.36,5.69,96.63,39.47,37.4,39.08,12350.75,9868.93,3581.87,29483.23,872.94,-22.279136690647483,-12.875,-1.5699658703071673,8.114571746384872,-15.139826422372227,3.104321907600596,0.0,0.1
2020-11-20,61.59,19.49,50.82,85.79,13.49,5.6,95.81,39.65,36.94,38.26,12232.1,9801.24,3557.54,29263.48,873.29,-21.426749271137027,-14.086495535714285,-3.930680359435173,8.35304247990815,-12.93548387096774,9.159663865546216,0.0,0.0
2020-11-23,65.84,20.41,56.09,91.03,15.76,6.17,104.5,42.71,39.36,41.22,12424.11,9905.81,3577.59,29591.27,873.01,-25.6566678713408,-9.104392106938256,2.4708304735758406,8.279661016949152,-15.461614173228345,-3.5296735905044514,0.0,0.0
2020-11-24,67.72,21.86,58.49,95.62,16.78,6.45,111.35,44.41,41.98,42.45,12715.38,10072.95,3635.41,30046.24,882.62,-27.73071428571428,-4.9683944374209865,10.267201068804274,8.436627582356223,-11.996027805362466,-0.4520958083832336,0.0,0.0
2020-11-25,66.26,21.41,56.43,92.14,16.72,6.43,109.96,43.63,40.81,41.48,12621.42,10016.17,3629.65,29872.47,880.98,-34.566713981547196,7.247148288973384,32.80655957161981,8.469604015616286,-9.253644314868804,1.626099706744868,-0.3,-0.2
2020-11-27,65.23,21.1,56.62,91.31,16.56,6.35,110.07,42.78,40.19,41.42,12561.43,9997.83,3638.35,29910.37,873.18,-56.09403832505321,-18.85730149916713,-14.883489096573207,17.242011834319527,-34.20292504570384,15.035612535612536,0.1,-0.2
2020-11-30,60.58,19.56,53.77,87.18,15.76,5.92,100.58,39.56,38.13,38.88,12450.17,9901.74,3621.63,29638.64,861.74,-22.74254545454545,-13.850062735257216,-6.456021650879568,9.088335220838053,-17.242574257425744,-19.98071625344352,0.0,0.0
2020-12-01,61.88,20.24,54.4,87.45,15.13,5.86,99.8,39.27,38.5,39.45,12493.74,9958.26,3662.45,29823.92,868.25,-23.372619475386273,-10.943644333124606,-1.0041039671682626,8.920358945597307,-15.9130859375,-9.943560057887119,-0.3,-0.46
2020-12-02,64.43,21.07,58.07,89.87,15.89,6.06,101.53,39.97,39.94,40.58,12546.54,9991.95,3669.01,29883.79,874.66,-22.265754411235147,-11.812034739454095,-2.821428571428572,8.813927576601673,-16.841498559077813,-5.453608247422682,-0.28,-0.2
2020-12-03,65.02,21.36,57.91,89.8,16.39,6.19,105.35,41.2,40.21,40.99,12586.82,10004.29,3666.72,29969.52,866.89,-21.781418797263235,-10.738656987295826,0.27137042062415195,8.610678531701891,-16.54214559386973,-4.193313953488372,-0.37,0.0
2020-12-04,69.32,22.27,61.27,93.28,18.59,6.85,114.06,44.27,41.68,42.91,12742.08,10067.98,3699.12,30218.26,856.13,-20.4011734506784,-14.395075545607163,-5.787610619469026,9.257323377369328,-19.205103969754255,-5.38903743315508,-0.05,0.0
2020-12-07,67.05,21.68,59.46,90.76,18.19,6.69,110.28,42.82,40.9,42.21,12725.21,10041.5,3691.96,30069.79,859.85,-21.56976320582877,-13.448189762796506,-4.463826910074374,8.137210615471487,-20.236893203883493,-12.374647887323945,0.0,0.0
2020-12-08,67.39,21.79,58.98,91.54,19.13,7.07,114.27,42.68,42.24,42.45,12777.05,10070.41,3702.25,30173.88,858.36,-21.06119510439165,-13.000616142945164,-3.446343130553657,8.37890625,-18.705140640155193,-8.042647058823531,-0.18,-0.03
2020-12-09,68.77,21.9,58.8,90.44,19.39,7.15,114.43,42.7,42.8,42.64,12803.02,10052.59,3672.82,30068.81,856.76,-21.598342939481267,-11.971622455274522,-2.4910591471801924,8.315030504714365,-17.581016299137104,-0.6292466765140325,-0.13,-0.6
2020-12-10,70.86,22.41,59.87,93.35,21.31,7.3,118.79,44.0,44.01,43.83,12689.17,10010.3,3668.1,29999.26,854.06,-21.402020931071814,-12.232711966325915,-1.0157318741450068,8.449720670391061,-17.49904397705545,1.2485119047619049,0.0,-0.1
2020-12-11,69.51,22.03,59.03,92.45,20.89,7.06,115.57,43.48,43.8,42.91,12672.38,10017.75,3663.46,30046.37,855.1,-20.508810572687228,-14.829513694801564,-4.900255754475704,9.43210586881473,-19.281954887218046,-4.831292517006802,0.0,0.1
2020-12-14,67.19,21.36,56.39,89.44,19.17,6.72,113.11,42.32,42.22,40.76,12382.97,9916.33,3647.49,29861.55,852.81,-21.91024709302325,-13.323327079424642,-3.1555252387448833,8.994334277620396,-20.03216374269006,-21.272108843537413,0.0,0.0
2020-12-15,68.25,21.94,57.48,89.37,19.84,6.91,117.44,42.8,43.04,42.25,12486.18,10035.91,3694.62,30199.31,871.54,-22.405969075871987,-9.23666038920276,3.4757347915242653,8.612073784237005,-17.211089494163424,-13.577142857142857,0.1,-0.2
2020-12-16,67.29,21.83,56.92,88.69,19.45,6.97,116.89,42.32,43.7,41.65,12497.95,10009.58,3701.17,30154.54,859.59,-23.80301941049605,-14.217526413921693,-2.0157211209842787,10.475014037057832,-19.29293893129771,-21.98489010989011,-0.33,-0.3
2020-12-17,67.17,21.9,56.34,88.41,19.18,6.91,114.38,41.97,43.48,40.58,12639.18,10080.77,3722.48,30303.37,866.78,-24.74080749819755,-15.124546553808946,-3.741649625085208,10.902754356379988,-19.804410354745926,-18.05777166437414,-0.3,0.0
2020-12-18,66.85,21.74,54.77,87.19,18.52,6.73,114.36,40.98,42.73,40.35,12566.07,10024.91,3709.41,30179.05,857.26,-21.756240822320123,-12.603263927968486,-2.1529947916666665,9.646278130409694,-14.473484848484848,-12.5065445026178,-0.1,0.0
2020-12-21,66.49,20.68,54.05,86.09,17.47,6.55,110.89,40.24,41.95,39.75,12485.53,9994.59,3694.92,30216.45,844.96,-27.216763005780354,0.7425227568270482,9.10976430976431,8.212344280860702,-13.774257425742574,-0.6277695716395865,0.0,-0.5
2020-12-22,67.51,20.48,53.7,84.36,16.92,6.31,108.44,39.03,41.24,39.67,12459.81,9945.09,3687.26,30015.51,842.22,-29.55646890636169,5.36941472624292,16.3804780876494,8.315466219988833,-12.047197640117993,4.4169184290030215,0.3,0.1
2020-12-23,69.36,21.21,55.79,85.69,17.89,6.81,113.12,40.08,41.77,41.31,12516.57,9976.14,3690.01,30129.83,840.18,-34.12322443181818,13.917245735944409,32.7491661107405,8.517797552836486,-11.579766536964982,1.7042459736456808,0.0,0.0
2020-12-24,68.73,21.06,55.68,85.33,17.67,6.63,112.49,39.49,41.6,41.21,12522.92,10000.95,3703.06,30199.87,845.97,-58.48909218859958,-10.266788766788768,32.144570286475684,15.714695752009185,-31.182070240295747,-15.348005502063275,-0.2,0.0
2020-12-28,69.33,20.99,55.09,84.9,17.4,6.63,110.65,39.3,41.74,40.78,12524.02,10047.26,3735.36,30403.97,849.55,-36.10454708199069,-8.44359464627151,-3.299529885829416,12.024599542334096,-17.729227761485827,-0.18020679468242248,0.0,0.0
2020-12-29,68.38,21.07,55.45,84.61,17.24,6.57,110.64,39.07,41.27,40.73,12429.48,10012.73,3727.04,30335.67,848.89,-37.580553584102205,-10.27489041953663,-1.9332425068119887,12.8950056753689,-19.69493177387914,0.4834337349397591,-0.5,0.0
2020-12-30,70.6,21.03,56.72,85.33,17.91,6.8,114.57,40.01,41.6,41.57,12459.23,10036.39,3732.04,30409.56,850.59,-37.02982954545455,-5.089930335655478,4.328551912568306,12.567950169875425,-18.16714422158548,-4.560357675111773,-0.4,-0.1
2020-12-31,69.94,20.52,56.57,84.45,17.31,6.67,113.89,39.99,41.22,41.36,12506.93,10108.71,3756.07,30606.48,864.64,-44.91218130311615,1.9709158415841583,25.482438701126576,12.830402722631874,-26.683768656716413,-6.378531073446328,-0.1,0.0
2021-01-04,69.88,20.83,55.73,84.71,17.45,6.83,113.48,39.57,41.5,40.75,12230.03,9938.66,3700.65,30223.89,843.0,-22.86,-8.436655948553055,-1.5159972770592243,8.947427925381572,-19.00880626223092,-15.182584269662922,-0.2,0.0
2021-01-05,71.75,22.38,57.32,87.0,19.21,7.45,121.35,41.84,43.5,42.09,12359.23,9997.64,3726.86,30391.6,842.21,-22.798991354466857,-10.419937694704052,-0.9972583961617546,9.290106204583566,-18.605882352941176,-11.759071117561685,0.0,0.0
2021-01-06,71.22,23.41,58.6,89.8,20.0,7.5,126.36,43.51,44.61,42.95,12706.32,10182.87,3748.14,30829.4,857.58,-22.217579250720462,-13.794427244582046,-5.2784552845528445,9.849972113775797,-19.895693779904303,-15.9056338028169,-0.45,0.1
2021-01-07,71.86,23.91,59.67,90.22,20.57,7.69,131.99,44.7,44.96,44.17,12811.39,10223.99,3803.79,31041.13,844.03,-22.204767063921995,-16.046483909415972,-5.072655217965654,10.400336889387985,-21.050332383665715,-16.393732970027248,0.0,0.0
2021-01-08,70.71,24.4,57.71,91.08,20.08,7.55,131.24,44.7,45.46,43.18,12875.66,10260.92,3824.68,31097.97,851.28,-21.252936857562407,-19.70431893687708,-10.991940483570986,11.275782155272307,-23.255121042830538,-21.79345088161209,-0.4,-0.2
2021-01-11,72.27,24.38,58.64,91.6,20.08,7.64,131.42,45.36,46.84,43.59,12869.55,10228.73,3799.61,31008.69,843.31,-22.34616781692699,-16.784653465346533,-7.7871352785145875,9.823963657013062,-22.683653846153845,-22.844086021505376,-0.6,0.0
2021-01-12,73.74,25.01,59.51,93.34,22.62,8.39,135.12,47.42,47.88,45.58,13051.78,10272.4,3801.19,31068.69,839.33,-22.221902017291065,-15.640394088669948,-5.94918699186992,9.570386988222095,-20.740058195926284,-14.101428571428572,-0.2,0.1
2021-01-13,71.77,24.78,57.7,93.25,22.33,8.04,130.93,47.03,48.42,44.32,12971.81,10281.37,3809.84,31060.47,855.74,-21.98488120950324,-15.624,-7.014666666666668,8.93652561247216,-20.184971098265894,-8.040287769784173,0.0,-0.1
2021-01-14,74.14,25.47,60.27,95.49,24.24,8.67,132.38,47.87,50.31,45.52,13113.11,10290.21,3795.54,30991.52,851.26,-22.64820143884892,-18.33629893238434,-9.018433179723502,9.372824256035935,-20.544339622641512,-9.560393258426966,-0.2,-0.1
2021-01-15,71.74,24.26,58.3,92.09,22.39,8.25,127.38,45.12,47.89,43.98,12946.28,10236.57,3768.25,30814.26,861.09,-24.247080291970807,-21.88925619834711,-13.052825552825553,10.742142025611177,-22.353874883286647,-17.462986198243414,0.18,-0.3
2021-01-19,74.78,24.65,60.54,94.51,23.07,8.57,132.04,46.0,48.84,46.09,12900.15,10243.54,3798.91,30930.52,857.45,-22.52307137707282,-18.847230675593426,-8.204651162790698,8.949551569506726,-21.447162426614486,-12.32905982905983,0.0,0.0
2021-01-20,75.39,24.81,60.57,95.38,23.02,8.62,132.13,45.36,49.53,46.17,13126.0,10354.18,3851.85,31188.38,864.72,-22.081022686352178,-18.95644283121597,-10.83,9.388268156424582,-21.815206929740132,-13.711048158640224,0.25,-0.1
2021-01-21,73.16,24.02,58.86,92.01,21.54,8.25,130.0,43.19,48.11,45.39,12899.06,10292.29,3853.07,31176.01,857.9,-21.55483405483405,-18.741592920353984,-9.83005249343832,9.343082114735658,-21.34188034188034,-13.115117891816919,0.0,-0.1
2021-01-22,72.55,23.87,59.45,91.73,21.49,8.15,131.16,42.69,47.43,45.75,12856.54,10248.19,3841.47,30996.98,857.94,-20.17931793179318,-19.83527454242929,-11.145872129112352,9.865473441108543,-22.263011152416357,-15.218390804597702,0.1,0.0
2021-01-25,72.08,23.07,59.41,90.9,21.51,7.82,129.33,42.58,46.9,46.23,12849.82,10263.35,3855.36,30960.0,872.17,-22.44496912459136,-22.03063725490196,-13.110602094240837,9.702671972711768,-24.565510597302502,-23.108,0.0,0.0
2021-01-26,71.31,23.03,58.15,89.36,20.38,7.47,123.64,41.68,45.87,45.16,12643.27,10202.13,3849.62,30937.04,864.41,-24.041007194244603,-21.664421310471525,-13.244575936883631,10.177627880831928,-23.85963213939981,-20.430379746835442,-0.2,0.0
2021-01-27,71.2,22.73,58.73,88.2,20.58,7.54,117.63,40.65,45.35,43.94,12277.04,9966.52,3750.77,30303.17,844.37,-22.330694494422456,-18.964827167980594,-10.59036939313984,9.559037493005038,-21.80228136882129,-19.354166666666668,0.0,0.0
2021-01-28,71.45,22.86,58.33,89.02,20.95,7.56,122.6,41.11,46.06,44.77,12404.96,10067.4,3787.38,30603.36,853.22,-22.39121037463977,-19.13435474366529,-11.282794990112064,9.631253513209668,-21.252362948960304,-20.093622795115333,0.02,0.0
2021-01-29,67.8,22.22,56.43,85.2,20.06,7.24,120.9,40.03,44.84,43.16,12087.99,9877.01,3714.24,29982.62,852.4,-19.840733944954128,-17.662409772348695,-10.912989434431324,9.281268011527377,-21.318949343339586,-17.27225806451613,-0.5,-0.05
2021-02-01,67.38,22.21,56.24,86.41,20.39,7.34,120.26,40.71,44.92,43.45,12250.0,9963.34,3773.86,30211.91,856.58,-23.55357142857143,-20.689483509645303,-12.948837209302326,10.294284097340123,-25.52895752895753,-27.367021276595747,0.0,-0.23
2021-02-02,68.66,20.75,57.77,87.06,20.73,7.38,119.58,40.97,45.63,45.15,12522.98,10125.83,3826.31,30687.48,863.32,-23.81441441441441,-18.797780517879158,-11.054376657824934,10.007286995515695,-23.68405797101449,-18.076071922544948,-0.22,-0.3
2021-02-03,71.29,21.27,60.1,88.96,22.02,7.8,126.64,43.21,47.42,47.3,12527.57,10128.83,3830.17,30723.6,860.3,-20.719165767709452,-11.765,-3.5304465493910686,7.887402452619844,-19.50574712643678,-11.248939179632249,-0.15,-0.18
2021-02-04,71.93,20.99,61.06,89.0,22.3,7.81,126.6,44.01,48.33,47.33,12707.72,10244.48,3871.74,31055.86,867.61,-22.123110151187905,-17.076281287246722,-7.057961359093938,8.962837837837839,-20.851886792452827,-16.262723521320492,0.0,0.0
2021-02-05,72.04,20.81,61.72,89.26,22.56,7.94,128.24,44.42,49.95,47.65,12788.51,10287.5,3886.83,31148.24,872.25,-20.453211009174307,-17.975582685904552,-9.716791979949877,9.538818076477405,-21.93626991565136,-17.83312101910828,0.0,0.0
2021-02-08,75.79,22.03,64.79,91.48,25.45,8.98,133.05,46.78,52.1,49.48,12874.92,10340.99,3915.59,31385.76,865.41,-22.321207711895234,-19.49352251696484,-10.993403693931398,8.79683078664403,-21.73904576436222,-20.646657571623464,0.0,0.0
2021-02-09,74.53,21.73,64.59,90.96,24.65,8.89,129.04,46.88,50.63,48.87,12959.9,10358.05,3911.23,31375.83,866.03,-22.75962576466355,-18.14119804400978,-8.380984042553191,9.40625,-21.195736434108532,-18.01123595505618,-0.27,0.0
2021-02-10,76.72,21.58,65.11,92.52,25.6,9.09,132.35,47.25,51.12,49.81,12954.53,10377.77,3909.88,31437.8,871.21,-23.01041666666667,-16.65236051502146,-5.521534320323014,9.2908787541713,-20.160765550239233,-16.73006993006993,0.2,-0.1
2021-02-11,77.24,21.37,64.55,92.02,24.98,8.75,129.87,46.44,49.84,49.76,12953.73,10365.44,3916.38,31430.7,864.79,-25.98058252427185,-20.24735605170388,-8.794786096256685,11.177200902934537,-22.326723323890466,-28.57477243172952,0.0,0.0
2021-02-12,77.23,21.91,64.74,92.55,25.39,8.97,132.29,47.16,50.52,50.46,13175.09,10404.83,3934.83,31458.4,857.1,-24.434719183078045,-18.575471698113212,-7.198352344740178,11.363160952934338,-21.097947761194032,-27.621489621489626,-0.1,0.0
2021-02-16,79.39,23.18,66.96,93.13,26.46,9.55,136.16,48.85,52.04,51.46,13180.74,10408.78,3932.59,31522.75,851.2,-40.641557496360996,-30.67329716696805,-16.833785617367703,15.855747126436784,-32.69990503323837,-26.40835579514825,-0.2,0.0
2021-02-17,80.64,23.58,68.12,95.92,26.73,9.58,136.2,49.36,52.85,51.89,13098.94,10412.33,3931.33,31613.02,853.06,-32.084721216509784,-21.387311178247735,-6.487821380243572,12.13502824858757,-27.661668228678536,-22.5149863760218,-0.1,0.0
2021-02-18,80.05,22.46,67.83,95.0,25.28,9.12,133.01,47.69,52.02,51.22,13049.7,10386.65,3913.97,31493.34,857.98,-34.42309084328628,-28.33450497949619,-16.619615639496356,14.823529411764708,-30.85951940850277,-32.70012706480305,-0.25,0.0
2021-02-19,82.31,22.87,71.53,95.8,25.42,9.45,133.94,48.42,52.37,53.0,13274.21,10415.12,3906.71,31494.32,846.51,-26.703296703296704,-20.935180055401663,-12.503418272218768,12.225712623618385,-25.787372330547814,-26.59975369458128,0.0,0.0
2021-02-22,83.96,23.63,74.25,98.39,26.47,10.2,139.47,50.88,54.3,54.85,13381.42,10416.13,3876.5,31521.69,830.38,-19.6896174863388,-14.583489681050654,-8.355704697986576,8.119503945885006,-18.301960784313728,-17.634278002699055,0.0,0.0
2021-02-23,85.53,24.23,75.81,99.63,26.06,11.16,145.24,52.1,55.05,55.77,13403.11,10432.98,3881.37,31537.35,835.85,-19.32418772563177,-8.923649906890132,-3.151351351351351,6.976640711902113,-14.679207920792079,2.2655538694992408,-0.27,-0.5
2021-02-24,87.25,25.3,78.16,103.31,28.16,11.84,150.06,54.67,56.7,56.65,13630.55,10547.4,3925.43,31961.86,825.65,-18.92349332370985,-6.4427050720100185,-2.6263812154696136,6.734818941504178,-12.945525291828794,7.21969696969697,-0.1,-0.5
2021-02-25,84.64,25.59,78.15,102.35,26.75,11.3,149.05,53.03,55.76,55.07,13372.26,10363.89,3829.34,31402.01,814.39,-19.029220779220783,-8.706634205721242,-3.693143245078072,7.026578073089701,-13.38953488372093,-2.2231884057971016,0.0,0.07
